,credit_score,gender,age,tenure,balance,num_products,credit_card,active,salary,churn,complain,satisfaction,points,country_F,country_G,country_S,card_D,card_G,card_P,card_S,umap_1,umap_2
8484,3,0,4,3,1,1,1,0,0,1,1,4,6,1,0,0,0,0,1,0,-4.976142,13.718037
8485,2,1,1,7,0,2,1,1,2,0,0,2,7,1,0,0,0,1,0,0,-10.798526,9.504911
8486,2,0,2,6,2,2,1,1,3,1,1,1,2,0,1,0,0,0,0,1,19.269382,1.10913
8487,2,1,1,0,2,2,1,1,1,0,0,3,0,0,1,0,0,1,0,0,13.861311,-4.830631
8488,1,0,5,5,1,2,1,0,2,1,1,1,0,0,1,0,1,0,0,0,1.6802409,-13.112457
8489,0,0,2,7,0,2,0,1,3,0,0,2,1,1,0,0,0,1,0,0,-7.6450915,5.2326083
8490,2,1,3,5,3,1,1,0,3,1,1,4,3,1,0,0,0,0,0,1,3.9104004,17.809406
8491,1,1,2,2,2,2,1,0,0,0,0,4,0,0,0,1,0,0,0,1,15.393394,10.490559
8492,0,1,1,9,2,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,-2.1890676,10.862579
8493,2,0,3,9,2,3,1,0,1,1,1,3,1,0,1,0,0,0,1,0,4.4577003,3.1508458
8494,2,1,2,2,2,1,0,0,3,0,0,3,6,0,1,0,0,1,0,0,10.772985,-4.8703246
8495,2,1,2,4,0,1,0,0,2,1,1,3,0,1,0,0,0,1,0,0,-11.050162,5.1392164
8496,0,1,2,3,0,2,1,1,2,0,0,2,3,0,0,1,0,0,1,0,14.876873,2.328032
8497,1,1,2,1,0,2,0,1,0,0,0,1,7,1,0,0,0,1,0,0,-5.9233475,6.7610383
8498,2,1,2,7,1,2,1,0,1,0,0,1,1,0,1,0,0,0,1,0,7.071817,0.40175495
8499,0,1,2,2,2,2,0,1,3,0,0,1,3,0,1,0,0,1,0,0,11.463225,-5.643954
8500,1,1,2,2,1,1,1,0,0,0,0,2,7,1,0,0,1,0,0,0,-8.637586,-6.7301917
8501,2,1,1,6,0,2,1,0,1,0,0,3,5,0,0,1,0,1,0,0,1.1570417,-3.861257
8502,0,1,2,8,0,2,1,1,0,0,0,4,4,1,0,0,1,0,0,0,-12.057683,-3.656347
8503,0,0,3,2,0,2,0,1,2,0,0,3,4,1,0,0,0,1,0,0,-7.628453,5.211124
8504,1,1,2,3,2,1,1,0,1,1,1,2,6,1,0,0,0,0,1,0,-0.20426498,11.793902
8505,1,1,1,5,2,1,0,0,0,0,0,4,0,1,0,0,1,0,0,0,-6.8518457,-3.7768016
8506,2,1,3,9,0,2,0,1,3,0,0,5,5,1,0,0,1,0,0,0,-0.37789387,2.3462992
8507,1,0,2,5,2,2,1,1,1,0,0,1,4,0,1,0,0,0,1,0,4.0271134,2.0793192
8508,2,1,1,2,0,2,1,1,0,0,0,4,7,0,0,1,0,1,0,0,-0.9051838,-6.0837917
8509,1,0,2,2,0,1,1,0,2,0,0,3,1,0,0,1,0,0,1,0,11.772647,4.591357
8510,0,0,2,8,3,1,0,0,3,1,1,4,3,1,0,0,1,0,0,0,-3.3246663,-0.37856844
8511,1,1,1,9,3,2,1,0,0,0,0,4,1,0,1,0,1,0,0,0,1.6496484,-10.924438
8512,1,1,2,5,3,1,1,1,1,0,0,4,0,0,0,1,0,1,0,0,-0.88792914,-6.331805
8513,2,0,1,4,2,1,0,1,0,0,0,4,4,0,1,0,1,0,0,0,0.55342686,-14.00641
8514,1,1,1,7,1,1,1,0,3,0,0,3,4,0,0,1,0,0,0,1,15.440201,10.434605
8515,2,0,2,0,3,2,0,1,3,0,0,2,5,0,1,0,0,1,0,0,11.894498,-5.151382
8516,0,0,1,4,0,2,1,0,0,0,0,2,5,1,0,0,1,0,0,0,-4.500545,-2.6090734
8517,2,1,0,8,2,2,1,1,3,0,0,4,5,1,0,0,0,1,0,0,-11.212137,9.682214
8518,1,1,3,3,2,1,0,0,0,1,1,2,2,1,0,0,0,0,0,1,3.820328,17.061384
8519,1,1,1,7,0,2,0,1,2,0,0,3,4,1,0,0,1,0,0,0,-0.3061974,2.4175541
8520,1,1,3,1,0,2,1,1,3,0,0,4,7,0,0,1,0,0,1,0,14.797391,2.4141722
8521,0,1,2,3,1,1,1,0,2,0,0,1,0,1,0,0,0,1,0,0,-15.966538,5.335976
8522,1,1,0,8,0,2,1,0,1,0,0,4,7,0,0,1,1,0,0,0,11.18082,-13.27672
8523,2,0,3,1,2,1,1,1,2,1,1,5,2,0,1,0,0,0,0,1,15.486595,13.180172
8524,2,0,1,6,0,2,1,1,3,0,0,2,2,1,0,0,1,0,0,0,-2.586767,1.372755
8525,2,0,1,8,2,1,1,1,0,0,0,2,3,1,0,0,0,0,1,0,-6.1311507,15.62839
8526,1,1,1,1,1,1,1,1,2,0,0,4,2,1,0,0,1,0,0,0,-12.44798,-3.9503095
8527,2,1,2,3,0,1,1,1,1,0,0,3,3,0,0,1,0,0,0,1,17.929522,10.50852
8528,0,1,2,4,0,2,0,0,0,0,0,2,5,0,0,1,0,0,1,0,13.192362,3.089008
8529,1,1,3,9,0,1,0,0,2,0,0,5,3,1,0,0,0,0,1,0,-2.023768,12.411104
8530,3,0,1,2,2,1,1,0,2,0,0,1,6,1,0,0,0,0,0,1,5.914106,19.49324
8531,2,1,1,1,0,3,1,0,3,1,1,3,2,0,0,1,0,0,0,1,15.406879,10.930112
8532,1,0,2,2,0,2,1,0,1,1,1,2,4,1,0,0,1,0,0,0,-3.8178062,-0.26763242
8533,2,1,1,8,0,2,1,1,0,0,0,1,5,1,0,0,1,0,0,0,-11.923706,-3.7294807
8534,2,0,1,6,0,2,1,1,0,0,0,1,3,1,0,0,0,1,0,0,-8.914413,6.10797
8535,1,1,2,2,1,1,0,1,0,1,1,1,3,0,0,1,0,0,0,1,16.640314,12.138901
8536,1,0,2,8,2,1,1,0,1,0,0,5,1,1,0,0,1,0,0,0,-4.367823,-2.2197883
8537,3,0,3,6,0,2,1,1,3,0,0,3,3,0,0,1,0,0,0,1,15.538003,13.464786
8538,2,0,1,5,2,2,1,0,3,0,0,3,7,0,0,1,0,0,1,0,11.799327,4.5735636
8539,1,0,1,1,2,1,1,1,1,0,0,5,4,0,1,0,0,1,0,0,13.008546,-6.8979135
8540,0,1,2,7,2,2,0,0,2,0,0,2,1,0,1,0,0,0,1,0,6.1243215,2.5896456
8541,1,1,3,5,2,2,1,1,3,0,0,1,1,0,0,1,1,0,0,0,8.458849,-10.45497
8542,2,0,2,8,3,2,0,1,3,0,0,4,4,0,1,0,0,1,0,0,11.885132,-5.16002
8543,2,1,1,4,2,2,0,1,0,1,1,3,6,0,1,0,1,0,0,0,0.37462503,-12.493882
8544,2,0,3,7,1,2,1,1,1,0,0,3,1,1,0,0,1,0,0,0,-2.8791296,1.6453546
8545,0,1,1,7,1,1,0,0,2,0,0,1,2,0,1,0,0,1,0,0,10.774191,-4.848271
8546,0,1,2,2,3,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,7.9812584,-4.7144327
8547,2,1,3,2,2,2,0,0,0,0,0,3,6,0,1,0,0,0,1,0,6.1009784,2.5968215
8548,0,1,3,4,0,1,1,0,0,0,0,1,2,0,0,1,0,0,1,0,12.175721,2.864421
8549,2,1,2,8,0,2,1,1,3,0,0,1,6,1,0,0,1,0,0,0,-11.872154,-3.5682507
8550,2,0,3,1,1,1,0,0,3,1,1,2,0,0,1,0,0,1,0,0,11.70478,-4.2317343
8551,0,1,1,7,0,2,1,0,1,0,0,5,3,0,0,1,0,0,0,1,15.454657,10.42387
8552,0,0,0,1,1,1,1,1,3,0,0,5,6,1,0,0,0,1,0,0,-8.745987,6.3527575
8553,2,0,4,4,0,1,1,0,3,0,0,2,2,0,0,1,0,0,0,1,14.508586,11.853717
8554,1,0,0,3,0,1,1,1,3,1,1,5,4,1,0,0,0,0,0,1,9.352227,17.034554
8555,0,1,1,1,2,1,1,1,3,0,0,4,7,0,1,0,0,1,0,0,13.920409,-4.8929935
8556,1,1,2,10,3,1,0,0,0,0,0,2,5,0,0,1,1,0,0,0,10.976485,-11.184165
8557,2,0,1,7,1,1,0,1,3,0,0,4,1,1,0,0,1,0,0,0,-2.3168805,0.23793426
8558,0,0,2,5,2,1,1,0,2,0,0,4,7,1,0,0,1,0,0,0,-4.3905535,-2.1897764
8559,2,0,2,0,2,2,1,1,2,0,0,5,4,0,1,0,0,0,0,1,18.721312,1.4143671
8560,1,1,1,5,1,1,1,1,2,0,0,2,4,0,1,0,1,0,0,0,-1.1178417,-12.583456
8561,2,1,2,10,2,1,1,1,0,0,0,4,0,0,0,1,0,1,0,0,-0.96390605,-6.4000664
8562,2,1,4,7,2,1,0,0,2,1,1,5,3,1,0,0,1,0,0,0,-7.218637,-4.025021
8563,0,1,3,1,2,1,1,0,2,1,1,4,2,1,0,0,0,0,0,1,3.9175081,17.766918
8564,0,1,3,10,1,1,1,0,2,0,0,2,6,1,0,0,0,0,0,1,-16.101225,5.051283
8565,1,0,2,9,2,1,1,0,1,1,1,5,5,1,0,0,1,0,0,0,-3.8308916,-0.27686322
8566,2,0,2,4,0,1,0,0,3,1,1,5,7,1,0,0,0,1,0,0,-8.77573,4.476758
8567,2,1,1,9,0,1,1,1,2,0,0,4,0,1,0,0,1,0,0,0,-12.1009,-3.6789758
8568,1,1,4,0,1,2,0,1,0,0,0,3,3,1,0,0,0,0,0,1,6.502936,14.85561
8569,1,1,2,9,0,2,1,1,2,0,0,3,1,0,0,1,1,0,0,0,8.346578,-10.484062
8570,2,0,1,7,2,1,0,1,3,0,0,3,4,1,0,0,0,1,0,0,-7.5119314,5.121936
8571,2,0,2,2,2,1,1,0,0,0,0,5,3,1,0,0,0,0,1,0,-7.2898383,13.355386
8572,2,0,2,10,2,2,1,0,3,0,0,1,0,0,1,0,0,0,1,0,5.8238435,1.0651792
8573,1,0,1,8,2,1,1,1,1,0,0,3,4,1,0,0,1,0,0,0,-3.0125148,1.7701269
8574,2,0,4,4,0,2,1,1,3,0,0,1,1,1,0,0,1,0,0,0,-2.7402506,1.5091175
8575,1,1,3,0,0,2,0,0,3,0,0,3,7,0,0,1,1,0,0,0,11.010311,-11.177709
8576,2,0,2,9,3,2,0,0,0,0,0,3,3,1,0,0,0,0,0,1,5.2517157,17.453705
8577,2,1,5,1,2,1,1,1,2,1,1,4,2,0,1,0,0,0,0,1,19.591236,0.70539933
8578,0,1,3,10,2,1,1,0,1,0,0,5,7,1,0,0,0,0,0,1,1.7066985,19.59758
8579,1,1,1,4,2,1,0,1,2,0,0,4,1,1,0,0,0,0,1,0,-2.0315273,11.051672
8580,0,0,1,6,3,1,1,0,0,0,0,1,4,1,0,0,0,0,1,0,5.733638,0.9489521
8581,1,0,2,2,0,2,1,0,1,0,0,4,5,1,0,0,0,1,0,0,-10.35805,2.9046764
8582,1,1,1,1,2,1,0,1,2,0,0,4,3,0,0,1,0,0,1,0,14.049579,3.1983984
8583,1,0,2,2,2,1,0,1,2,0,0,5,1,1,0,0,0,0,1,0,-4.061907,15.053676
8584,2,1,0,6,0,2,1,1,3,0,0,4,2,1,0,0,0,0,1,0,0.20324141,8.194592
8585,2,0,3,6,0,1,1,0,1,1,1,2,3,1,0,0,0,0,0,1,5.126861,18.301188
8586,1,0,3,9,2,2,1,0,3,0,0,3,6,0,1,0,0,1,0,0,12.145095,-2.6773987
8587,1,1,2,2,2,2,0,1,0,0,0,2,1,0,1,0,0,0,1,0,5.9165883,3.0293496
8588,2,0,1,7,1,1,1,0,2,0,0,3,7,0,0,1,0,0,0,1,14.446052,11.772773
8589,2,0,1,7,0,2,0,1,3,0,0,5,3,1,0,0,0,0,1,0,-4.064677,15.05094
8590,2,0,2,10,2,3,1,1,2,1,1,2,5,1,0,0,0,0,0,1,9.500526,17.115227
8591,2,0,2,6,0,1,0,1,3,0,0,4,7,0,0,1,0,1,0,0,2.0982232,-6.376709
8592,2,0,2,9,0,2,1,0,3,0,0,1,0,0,0,1,0,1,0,0,1.3266795,-5.337347
8593,1,1,2,7,2,1,0,1,0,0,0,5,0,0,1,0,0,1,0,0,11.466477,-5.632965
8594,2,1,2,9,0,2,1,0,0,0,0,4,1,0,0,1,0,1,0,0,1.1599303,-3.8614485
8595,2,0,0,5,2,1,1,0,2,1,1,5,3,0,1,0,0,1,0,0,11.648801,-3.61171
8596,2,0,1,2,0,2,0,0,2,0,0,5,6,1,0,0,1,0,0,0,-3.0143871,-0.9529277
8597,1,0,3,3,2,2,1,1,2,1,1,5,3,0,1,0,0,1,0,0,12.486218,-4.4774904
8598,2,0,3,1,0,2,1,1,2,0,0,1,3,0,0,1,0,1,0,0,1.3519152,-6.6390357
8599,1,1,2,3,0,2,1,1,0,0,0,2,1,1,0,0,0,1,0,0,-11.131321,9.144404
8600,2,1,2,9,2,1,1,0,0,1,1,5,3,1,0,0,0,0,1,0,-0.18531504,11.785096
8601,1,1,3,8,2,1,0,0,3,0,0,5,7,0,1,0,0,1,0,0,10.76533,-4.878693
8602,1,1,4,8,0,2,0,1,1,0,0,5,5,1,0,0,1,0,0,0,-0.36936027,2.3542593
8603,0,0,4,2,3,1,1,0,3,1,1,4,4,1,0,0,0,0,0,1,5.077644,18.309025
8604,2,0,2,7,0,2,0,0,2,0,0,3,7,0,0,1,0,0,0,1,15.2294855,12.149475
8605,0,0,3,8,0,2,1,1,0,0,0,1,3,1,0,0,0,0,0,1,9.970295,17.350357
8606,3,1,2,5,0,2,1,1,1,0,0,2,5,0,0,1,1,0,0,0,8.282594,-10.554531
8607,1,1,2,2,1,2,0,0,2,0,0,3,0,0,1,0,1,0,0,0,0.7726527,-11.748725
8608,2,0,1,3,1,2,1,0,1,0,0,4,1,0,1,0,1,0,0,0,2.5019433,-14.843961
8609,2,1,2,1,0,2,1,1,3,0,0,3,3,1,0,0,0,0,1,0,0.20170332,8.250581
8610,2,1,0,8,0,2,1,0,3,0,0,3,3,1,0,0,0,0,0,1,1.8888786,19.10132
8611,1,0,1,1,0,2,1,0,0,0,0,1,7,0,0,1,1,0,0,0,11.580602,-11.895255
8612,2,1,2,3,2,2,1,1,2,0,0,5,6,0,1,0,0,0,1,0,6.8332872,5.0538774
8613,2,0,1,2,2,1,0,0,1,0,0,4,1,0,1,0,0,0,1,0,5.6322155,2.0583427
8614,2,1,1,1,3,1,1,0,0,0,0,2,6,0,1,0,0,1,0,0,8.00103,-4.7145705
8615,1,0,2,4,0,1,1,1,2,0,0,3,5,1,0,0,0,1,0,0,-8.855932,6.225358
8616,1,0,1,6,2,2,1,1,0,0,0,3,3,0,0,1,0,1,0,0,1.4097728,-6.5748763
8617,1,1,2,6,0,2,1,0,0,0,0,5,7,1,0,0,1,0,0,0,-8.914478,-6.5217137
8618,1,0,2,6,2,2,1,1,0,0,0,2,0,0,0,1,0,1,0,0,1.390979,-6.5961785
8619,2,0,2,6,0,2,1,1,1,0,0,3,1,0,0,1,0,0,1,0,14.136687,4.8979673
8620,2,0,2,8,0,2,0,1,1,0,0,5,1,1,0,0,0,1,0,0,-7.6178994,5.2242074
8621,0,1,1,7,0,2,1,0,2,0,0,1,1,1,0,0,0,0,1,0,0.55446714,12.582035
8622,2,1,2,9,1,2,1,0,0,0,0,4,1,0,1,0,0,0,1,0,7.1172004,0.35755563
8623,0,0,2,8,3,1,1,0,1,0,0,2,1,0,1,0,0,0,0,1,21.528301,2.0060184
8624,2,1,2,4,1,1,1,0,2,0,0,5,0,0,1,0,1,0,0,0,1.6772112,-10.950546
8625,2,1,2,1,2,1,0,1,2,1,1,4,0,1,0,0,0,0,1,0,-1.980822,11.192465
8626,1,1,2,7,1,1,0,1,2,1,1,5,0,0,1,0,0,0,0,1,19.880497,1.0671506
8627,1,0,2,4,0,2,0,0,3,0,0,2,7,1,0,0,0,1,0,0,-8.186715,3.5309415
8628,2,1,2,3,0,2,0,1,3,0,0,5,1,1,0,0,1,0,0,0,-0.32500234,2.3999286
8629,1,1,0,4,2,2,1,0,1,0,0,5,5,0,0,1,0,0,1,0,12.254868,2.9555855
8630,2,0,2,2,3,2,1,0,1,0,0,5,3,0,1,0,0,1,0,0,12.053826,-2.799035
8631,1,1,1,2,1,2,0,1,3,0,0,3,6,0,1,0,1,0,0,0,0.18150283,-12.123913
8632,2,1,2,4,0,2,1,1,1,0,0,2,7,1,0,0,1,0,0,0,-12.00199,-3.7365074
8633,2,0,2,2,0,2,0,0,2,0,0,4,1,1,0,0,0,0,1,0,-4.4428167,12.959294
8634,2,1,2,5,0,1,0,1,0,0,0,1,7,1,0,0,0,0,0,1,6.5486712,14.898758
8635,1,1,1,3,2,1,1,0,1,1,1,1,2,0,1,0,0,1,0,0,10.922884,-4.097565
8636,1,1,3,2,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,7.4629536,12.894631
8637,0,1,1,3,0,2,1,1,2,0,0,5,6,1,0,0,1,0,0,0,-12.209246,-3.6442719
8638,1,1,1,4,2,2,0,1,0,0,0,3,0,0,1,0,0,1,0,0,11.461237,-5.6497874
8639,3,1,1,6,0,2,1,1,3,0,0,2,0,1,0,0,0,0,0,1,7.808937,11.994175
8640,2,0,1,9,2,1,0,0,1,0,0,3,3,1,0,0,1,0,0,0,-3.0699258,-0.91469216
8641,1,0,3,4,2,1,0,1,0,1,1,3,6,0,1,0,0,0,1,0,5.0982866,2.8252108
8642,0,0,2,6,1,2,1,0,2,0,0,4,3,0,1,0,0,0,1,0,5.7717896,0.99554664
8643,2,1,2,2,3,1,0,1,0,0,0,1,6,0,0,1,1,0,0,0,10.082002,-10.865621
8644,2,0,1,8,0,2,0,0,1,0,0,1,5,0,0,1,1,0,0,0,11.083966,-11.665366
8645,1,0,0,10,2,1,0,0,2,0,0,5,4,1,0,0,1,0,0,0,-3.064007,-0.91887546
8646,0,0,1,8,2,2,1,1,3,0,0,3,1,1,0,0,1,0,0,0,-2.9724326,1.7962797
8647,0,1,2,3,0,2,1,1,3,0,0,4,7,1,0,0,0,0,1,0,0.27598777,8.257032
8648,3,0,3,2,0,1,1,0,3,1,1,1,7,0,0,1,0,1,0,0,1.5230745,-5.0016303
8649,3,0,1,3,2,2,1,1,0,0,0,3,1,0,1,0,0,0,1,0,3.9998958,2.0068982
8650,1,1,1,1,0,2,1,0,1,0,0,4,1,1,0,0,0,1,0,0,-16.2235,5.530793
8651,0,1,2,1,0,2,1,1,1,0,0,4,3,1,0,0,0,1,0,0,-11.0487795,9.182185
8652,2,0,2,1,2,1,0,0,2,0,0,4,3,0,0,1,0,1,0,0,2.0070052,-5.457184
8653,1,1,4,5,0,2,1,1,2,0,0,3,5,1,0,0,0,0,0,1,7.928848,12.191925
8654,1,1,2,6,2,2,1,0,0,0,0,4,0,0,1,0,0,1,0,0,7.974164,-4.7260447
8655,1,1,1,9,0,2,1,1,2,0,0,4,7,1,0,0,0,1,0,0,-10.842845,9.49312
8656,1,1,1,1,1,1,1,1,2,0,0,1,1,0,0,1,0,0,1,0,14.788384,2.55982
8657,0,1,2,9,0,2,0,0,3,1,1,3,3,1,0,0,0,0,1,0,-1.7842435,12.050825
8658,0,0,2,2,2,1,0,0,2,0,0,2,6,0,1,0,0,0,1,0,5.617483,2.0369291
8659,2,1,1,5,3,1,1,1,1,0,0,5,2,0,0,1,0,0,1,0,14.593365,2.6060677
8660,0,0,1,6,0,2,0,1,0,0,0,3,5,1,0,0,0,0,0,1,8.547477,15.415985
8661,2,0,2,4,2,1,0,1,0,0,0,2,3,0,1,0,1,0,0,0,0.54095006,-14.01
8662,0,0,2,4,2,1,1,0,0,1,1,3,6,0,1,0,1,0,0,0,1.6826502,-13.091812
8663,0,1,2,1,0,1,1,1,0,0,0,5,2,1,0,0,0,0,1,0,0.43269512,8.603297
8664,2,0,3,2,0,2,1,1,0,0,0,3,5,0,0,1,0,1,0,0,1.2706178,-6.6790843
8665,3,0,2,1,0,2,1,0,3,0,0,5,7,1,0,0,0,0,0,1,6.010633,19.055292
8666,2,1,2,1,2,2,1,1,2,0,0,3,0,0,1,0,0,0,0,1,19.98009,-0.28745824
8667,0,0,3,4,1,2,1,1,2,0,0,5,4,1,0,0,0,1,0,0,-8.885833,6.230438
8668,0,0,2,5,0,2,0,1,0,0,0,5,3,0,0,1,1,0,0,0,9.926153,-11.700422
8669,0,1,2,2,0,2,1,0,1,0,0,4,6,0,0,1,1,0,0,0,11.195567,-13.294352
8670,2,0,4,8,0,2,1,1,0,0,0,3,5,1,0,0,0,1,0,0,-9.017556,5.993077
8671,0,0,2,9,2,2,1,0,0,1,1,4,5,0,1,0,0,0,0,1,19.76444,2.4032419
8672,2,1,2,1,0,2,1,0,2,0,0,1,6,1,0,0,0,0,0,1,1.9596522,19.109818
8673,2,0,4,1,0,1,1,0,0,1,1,3,7,1,0,0,0,0,1,0,-4.9570303,13.703586
8674,0,1,5,8,2,2,1,1,3,1,1,5,3,1,0,0,0,0,1,0,0.22765218,9.002896
8675,2,1,3,7,2,1,1,0,2,0,0,3,4,1,0,0,0,1,0,0,-16.139261,5.032767
8676,1,1,2,1,1,1,1,0,2,0,0,4,5,1,0,0,0,1,0,0,-16.193033,5.107019
8677,1,0,2,10,2,2,1,0,3,0,0,1,7,0,1,0,0,1,0,0,12.118651,-2.6909943
8678,0,0,1,9,1,1,0,0,0,0,0,4,0,1,0,0,0,0,0,1,5.305467,17.404943
8679,2,1,2,5,2,1,1,1,3,1,1,4,0,0,1,0,1,0,0,0,0.07202802,-12.721175
8680,2,1,2,4,1,1,1,0,2,1,1,5,1,1,0,0,0,0,0,1,3.9236946,17.807337
8681,0,0,2,2,0,2,1,1,2,0,0,3,3,1,0,0,0,0,0,1,9.988237,17.410378
8682,2,1,1,1,2,1,1,0,0,0,0,4,4,1,0,0,0,1,0,0,-16.276367,5.0972824
8683,2,0,3,7,3,3,0,1,2,1,1,2,3,1,0,0,0,1,0,0,-8.258222,5.2154365
8684,3,1,1,6,2,1,1,0,0,0,0,1,6,0,1,0,0,0,0,1,20.836445,3.577184
8685,2,1,2,6,0,2,1,1,1,0,0,5,6,1,0,0,0,0,1,0,0.42689562,8.343257
8686,1,0,5,8,0,2,1,1,3,0,0,4,6,1,0,0,0,1,0,0,-8.839836,6.279955
8687,1,0,2,10,1,2,0,0,0,0,0,5,3,0,1,0,1,0,0,0,1.7213241,-14.211057
8688,1,1,2,9,3,1,1,1,2,1,1,3,4,0,1,0,0,0,1,0,5.4610143,3.5901022
8689,0,1,5,10,2,1,0,1,0,0,0,5,3,1,0,0,0,1,0,0,-6.002811,6.6898193
8690,2,0,2,5,2,1,1,1,2,0,0,4,4,0,0,1,1,0,0,0,9.202056,-12.195233
8691,2,0,2,4,0,2,0,1,0,0,0,5,4,1,0,0,0,0,0,1,8.551063,15.413725
8692,3,0,1,8,0,2,1,1,1,0,0,2,1,1,0,0,0,0,0,1,10.104703,17.330942
8693,1,0,3,5,0,2,1,0,3,1,1,5,1,1,0,0,1,0,0,0,-3.8703208,-0.28281754
8694,2,0,3,9,2,2,0,0,1,0,0,1,2,0,1,0,0,0,0,1,20.736662,1.849725
8695,2,1,1,9,0,2,1,0,3,0,0,3,0,1,0,0,0,0,0,1,1.9209931,19.099072
8696,0,1,1,0,1,1,1,1,2,0,0,1,2,0,0,1,0,0,1,0,14.783541,2.4448774
8697,2,0,2,3,1,2,1,0,1,0,0,2,2,0,0,1,0,0,1,0,11.784073,4.5987473
8698,2,1,1,7,2,2,0,0,3,0,0,2,1,0,1,0,0,1,0,0,10.751376,-4.876635
8699,3,1,1,2,2,1,1,0,2,0,0,3,4,0,1,0,0,0,0,1,20.778063,3.5117266
8700,2,1,0,8,1,2,1,0,1,0,0,3,5,0,1,0,1,0,0,0,1.6520027,-10.914787
8701,2,1,2,2,0,1,1,1,0,0,0,2,1,1,0,0,0,1,0,0,-11.258509,9.191632
8702,0,1,2,9,3,1,0,1,2,0,0,1,1,1,0,0,1,0,0,0,-0.24253137,2.4764855
8703,1,0,1,3,2,2,1,0,1,0,0,3,5,1,0,0,0,1,0,0,-10.20028,3.100089
8704,2,0,2,2,2,2,1,0,0,0,0,5,7,0,0,1,0,1,0,0,1.415361,-5.402698
8705,2,0,2,2,1,1,1,1,2,0,0,3,7,1,0,0,1,0,0,0,-2.9826968,1.7729666
8706,3,0,4,7,0,1,0,0,3,1,1,3,7,0,0,1,0,0,0,1,15.386203,11.898134
8707,0,0,2,9,2,1,1,0,2,1,1,4,2,1,0,0,0,0,1,0,-5.0071154,13.714664
8708,2,0,3,3,2,2,1,0,3,0,0,1,2,0,1,0,0,0,1,0,5.7614903,0.98535275
8709,0,1,2,6,2,2,1,0,0,0,0,1,3,1,0,0,0,0,0,1,1.8694725,19.432695
8710,2,0,2,2,2,1,1,1,2,0,0,2,5,0,1,0,1,0,0,0,-0.4481675,-14.64083
8711,0,0,5,9,2,1,1,0,3,0,0,4,7,0,0,1,0,0,1,0,11.792222,4.6011915
8712,0,1,2,5,0,2,1,0,3,0,0,4,4,0,0,1,0,0,0,1,15.459068,10.425138
8713,2,1,2,6,0,2,0,0,0,0,0,5,1,0,0,1,0,0,1,0,13.187584,3.0571256
8714,2,0,2,6,2,1,1,0,2,0,0,5,3,1,0,0,0,0,0,1,5.8560743,19.411684
8715,0,1,2,0,2,1,0,1,0,0,0,2,4,0,1,0,0,0,1,0,5.8983717,3.0439448
8716,0,1,2,5,0,2,0,1,1,0,0,5,2,1,0,0,0,0,1,0,-2.2205212,10.798851
8717,0,1,2,2,0,1,1,0,3,0,0,3,1,1,0,0,0,0,1,0,0.7348989,12.311929
8718,1,1,2,7,1,2,1,0,1,1,1,2,6,1,0,0,0,0,0,1,3.9278905,17.81844
8719,2,0,2,6,2,2,1,1,3,0,0,4,1,1,0,0,0,0,1,0,-6.0756154,15.753507
8720,2,0,1,8,0,2,0,0,2,0,0,2,2,1,0,0,0,1,0,0,-8.124179,3.5553503
8721,2,1,1,4,0,1,1,1,0,0,0,1,7,0,0,1,1,0,0,0,8.293805,-10.463589
8722,1,1,2,7,1,1,1,0,0,0,0,2,0,1,0,0,1,0,0,0,-8.610796,-6.830666
8723,0,1,3,10,0,1,1,1,2,1,1,4,1,1,0,0,0,1,0,0,0.25331795,8.900454
8724,1,0,1,8,0,2,1,0,2,0,0,5,2,0,0,1,0,0,1,0,11.756565,4.5963326
8725,1,1,1,3,0,2,1,0,0,0,0,1,4,0,0,1,0,0,0,1,15.367103,10.506905
8726,2,1,2,8,2,1,1,0,1,1,1,2,3,0,1,0,0,1,0,0,10.879067,-4.0854306
8727,2,0,1,7,2,1,1,1,1,0,0,2,4,0,1,0,0,0,1,0,4.023177,2.0441582
8728,0,1,2,4,2,1,0,1,1,0,0,1,4,1,0,0,0,0,1,0,-2.0762281,11.004447
8729,1,1,3,8,3,2,1,1,3,0,0,4,3,0,1,0,0,0,1,0,6.8185077,5.0392313
8730,2,1,1,5,0,2,0,1,2,0,0,3,6,1,0,0,1,0,0,0,-0.31597736,2.4096828
8731,2,0,2,10,0,2,0,1,0,0,0,5,2,0,0,1,1,0,0,0,9.901854,-11.72496
8732,2,0,1,6,0,2,0,1,1,0,0,5,7,1,0,0,0,0,0,1,8.559648,15.40264
8733,2,1,2,9,3,1,0,0,2,1,1,4,5,0,0,1,0,1,0,0,2.0685236,-5.119511
8734,2,0,3,10,2,1,1,0,2,1,1,5,0,0,1,0,1,0,0,0,1.6380972,-13.124983
8735,2,1,1,10,2,1,0,1,0,0,0,5,3,1,0,0,0,0,1,0,-2.0688674,10.989751
8736,1,1,2,2,0,2,0,0,1,0,0,1,4,1,0,0,0,0,0,1,3.427071,16.636559
8737,1,1,1,3,2,1,1,1,0,0,0,5,3,1,0,0,1,0,0,0,-12.444668,-4.161732
8738,1,1,2,8,1,1,0,1,2,0,0,2,2,1,0,0,1,0,0,0,-0.24746926,2.4688888
